iso2,year,m_04,m_514,m_014,m_1524,m_2534,m_3544,m_4554,m_5564,m_65,f_04,f_514,f_014,f_1524,f_2534,f_3544,f_4554,f_5564,f_65
AF,1979,1321720,1942834,3264554,1388133,1017133,709837,467406,272605,158176,1246615,1804607,3051222,1268415,916617,637611,433407,269492,169496
AF,1980,1317307,1936169,3253476,1382192,1004309,705282,464175,270588,157103,1242343,1798657,3041000,1263801,905094,633451,429746,267103,168472
AF,1981,1299915,1908981,3208896,1361803,981011,694397,456118,265850,154423,1225923,1773602,2999525,1245920,884236,623634,421693,262015,165695
AF,1982,1272123,1865225,3137348,1329860,949244,678346,444157,258917,150445,1199780,1733123,2932903,1217423,855846,609206,410093,254748,161497
AF,1983,1238678,1812445,3051123,1291639,913425,659253,430029,250822,145769,1168332,1684227,2852559,1183123,823888,592056,396565,246324,156523
AF,1984,1206124,1761064,2967188,1254497,879555,640042,416149,242988,141226,1137670,1636600,2774270,1149735,793745,574785,383337,238152,151661
AF,1985,1179941,1719711,2899652,1224499,852467,623197,404513,236582,137499,1112914,1598265,2711179,1122806,769760,559612,372259,231387,147646
AF,1986,1159729,1688137,2847866,1201455,832398,608563,394986,231581,134570,1093640,1568991,2662631,1102140,752128,546389,363214,226017,144460
AF,1987,1146120,1667105,2813225,1185791,819487,596528,387739,228055,132490,1080482,1549501,2629983,1088138,740986,535476,356355,222107,142157
AF,1988,1146619,1667120,2813739,1184697,818150,590664,385359,227329,132055,1080656,1549595,2630251,1087443,740359,530121,354039,220941,141588
AF,1989,1170525,1701060,2871585,1206979,833618,595404,391043,231021,134239,1103118,1581282,2684400,1108204,755019,534357,359170,224074,143800
AF,1990,1223393,1776602,2999995,1257874,868857,613455,406677,240081,139620,1153231,1651733,2804964,1155275,787677,550654,373457,232416,149410
AF,1991,1309962,1900717,3210679,1342239,927059,647107,433985,255433,148732,1235523,1767431,3002954,1233132,841230,581079,398477,246864,158992
AF,1992,1425758,2067303,3493061,1455880,1005436,694417,471382,276273,161102,1345701,1922704,3268405,1337914,913132,623878,432780,266645,172037
AF,1993,1555704,2254757,3810461,1583783,1093546,748622,513362,299688,175042,1469374,2097495,3566869,1455815,993888,672978,471306,288948,186740
AF,1994,1678790,2432971,4111761,1705026,1176924,800253,552267,321620,188214,1586488,2263841,3850329,1567596,1070339,719864,507021,309857,200595
AF,1995,1780046,2580625,4360671,1804842,1245338,842610,582681,339214,198953,1682748,2401941,4084689,1659675,1133178,758511,534949,326617,211821
AF,1996,1853549,2689113,4542662,1877373,1294707,873090,602536,351260,206612,1752520,2503799,4256319,1726682,1178697,786583,553192,338062,219726
AF,1997,1903998,2765575,4669573,1927736,1328469,893991,613679,358752,211746,1800282,2576032,4376314,1773332,1210021,806141,563445,345146,224910
AF,1998,1940049,2823718,4763767,1965587,1353148,909511,619418,363733,215390,1834237,2631324,4465561,1808497,1233069,820932,568756,349829,228469
AF,1999,1975260,2884669,4859929,2005755,1378819,926127,624884,369314,219137,1867247,2689235,4556482,1845801,1256988,836744,573842,355092,232110
AF,2000,2019470,2963710,4983180,2059065,1412858,948560,633873,377724,224157,1908651,2763913,4672564,1895194,1288475,857794,582203,363077,237082
AF,2001,2075148,3064261,5139409,2128042,1456987,977907,647200,389577,230731,1960772,2858523,4819295,1958985,1329094,885058,594582,374369,243684
AF,2002,2138894,3180917,5319811,2209234,1508923,1012637,663814,404058,238497,2020399,2968041,4988440,2034022,1376782,917162,610016,388186,251533
AF,2003,2207774,3309631,5517405,2300381,1567308,1051731,683446,420265,247225,2084834,3088657,5173491,2118303,1430319,953184,628274,403661,260399
AF,2004,2276884,3443466,5720350,2397338,1629555,1093339,705338,436757,256482,2149541,3213877,5363418,2208116,1487380,991465,648677,419415,269842
AF,2005,2342821,3577168,5919989,2497015,1693773,1136094,728917,452498,265959,2211371,3338784,5550156,2300686,1546267,1030776,670710,434455,279545
AF,2006,2404743,3710362,6115105,2599025,1759897,1179932,754338,467328,275594,2269561,3463002,5732564,2395680,1606935,1071059,694522,448630,289453
AF,2007,2464492,3844504,6308995,2704453,1828781,1225390,781906,481663,285537,2325831,3587904,5913735,2494062,1670171,1112795,720381,462339,299726
AF,2008,2524470,3978210,6502680,2813267,1900460,1272365,811308,495722,295931,2382397,3712288,6094685,2595740,1736011,1155890,747977,475795,310495
AF,2009,2588134,4110054,6698188,2925637,1975065,1320804,842116,509890,306983,2442444,3834943,6277387,2700778,1804576,1200294,776874,489360,321966
AF,2010,2657838,4239074,6896912,3041504,2052657,1370666,873993,524475,318809,2508138,3955057,6463195,2809051,1875929,1245977,806740,503336,334245
AF,2011,2734241,4364481,7098722,3160551,2133140,1421871,906820,539480,331504,2580088,4071926,6652014,2920256,1949975,1292865,837454,517720,347429
AF,2012,2816117,4486476,7302593,3282011,2216305,1474373,940603,554885,344933,2657149,4185711,6842860,3033686,2026544,1340926,869024,532497,361383
AF,2013,2901614,4606391,7508006,3404836,2301970,1528238,975297,570973,358715,2737569,4297620,7035189,3148318,2105536,1390234,901408,547955,375728
AF,2014,2988018,4726237,7714254,3527746,2389916,1583575,1010886,588090,372330,2818787,4409474,7228261,3262903,2186839,1440908,934598,564452,389943
AF,2015,3073205,4847565,7920770,3649669,2479949,1640476,1047361,606481,385420,2898798,4522674,7421472,3376410,2270331,1493047,968584,582236,403673
AF,2016,3156551,4970538,8127089,3770531,2571909,1699021,1084747,626311,397860,2977013,4637374,7614387,3488739,2355885,1546736,1003389,601472,416788
AF,2017,3238155,5094918,8333073,3890109,2665685,1759233,1123019,647526,409805,3053521,4753362,7806883,3599703,2443360,1602002,1038987,622097,429445
AF,2018,3317458,5221369,8538827,4007092,2761183,1821101,1162062,669879,421525,3127799,4871227,7999026,3708167,2532607,1658838,1075276,643857,441931
AF,2019,3394009,5350605,8744614,4119907,2858331,1884588,1201738,692996,433430,3199425,4991599,8191023,3812786,2623463,1717215,1112128,666366,454665
AF,2020,3467434,5483026,8950460,4227658,2957029,1949719,1241994,716617,445838,3268051,5114827,8382878,3912813,2715755,1777159,1149501,689352,467978
AF,2021,3537288,5618766,9156054,4329773,3057080,2016480,1282811,740683,458850,3333261,5241032,8574293,4007743,2809291,1838650,1187376,712750,481973
AF,2022,3603293,5757394,9360688,4427165,3158285,2085032,1324372,765322,472447,3394801,5369831,8764632,4098400,2903881,1901842,1225927,736682,496625
AF,2023,3665497,5897975,9563472,4522326,3260536,2155781,1367098,790695,486695,3452738,5500387,8953125,4187062,2999351,1967146,1265541,761299,512005
AF,2024,3724109,6039204,9763312,4618703,3363736,2229252,1411545,817038,501644,3507293,5631535,9138828,4276873,3095529,2035094,1306737,786826,528164
AF,2025,3779277,6179931,9959208,4718939,3467729,2305831,1458151,844532,517344,3558626,5762247,9320873,4370250,3192215,2106067,1349918,813432,545146
AF,2026,3831030,6319681,10150711,4823618,3572746,2385563,1507114,873272,533866,3606765,5892092,9498857,4467737,3289590,2180118,1395275,841205,563024
AF,2027,3879248,6458034,10337282,4932483,3678565,2468351,1558462,903250,551280,3651600,6020687,9672287,4569110,3387472,2257126,1442836,870131,581864
AF,2028,3923778,6593933,10517710,5046276,3784075,2554224,1612256,934424,569641,3693015,6147089,9840104,4675027,3484898,2337050,1492658,900160,601705
AF,2029,3964425,6726180,10690604,5165617,3887818,2643174,1668503,966715,588990,3730862,6270226,10001088,4786034,3580616,2419792,1544740,931207,622580
AF,2030,4001118,6853782,10854900,5290757,3988904,2735109,1727221,1000094,609370,3765094,6389209,10154303,4902342,3673882,2505194,1599106,963236,644512
AF,2031,4033870,6976245,11010115,5422005,4086953,2829963,1788478,1034593,630835,3795744,6503587,10299331,5024231,3764362,2593184,1655805,996276,667555
AF,2032,4062948,7093238,11156186,5558820,4182728,2927479,1852383,1070345,653432,3823045,6613048,10436093,5151220,3852760,2683528,1714945,1030453,691748
AF,2033,4088871,7204187,11293059,5699427,4277933,3027116,1919031,1107539,677168,3847417,6717051,10564467,5281729,3940675,2775687,1776652,1065949,717105
AF,2034,4112320,7308547,11420866,5841391,4374932,3128178,1988529,1146419,702054,3869406,6815079,10684485,5413588,4030316,2868977,1841070,1102998,743627
AF,2035,4133859,7405962,11539821,5982723,4475562,3230067,2060947,1187187,728105,3889477,6906788,10796265,5545013,4123399,2962823,1908294,1141795,771327
AF,2036,4153715,7496209,11649923,6122605,4580107,3332829,2136223,1229952,755373,3907820,6991971,10899791,5675270,4220212,3057246,1978278,1182448,800260
AF,2037,4172007,7579377,11751384,6260729,4688419,3436320,2214317,1274770,783913,3924573,7070698,10995271,5804072,4320626,3152140,2050958,1225014,830483
AF,2038,4189061,7655896,11844956,6396218,4801325,3539566,2295317,1321724,813750,3940090,7143302,11083393,5930609,4425389,3246695,2126365,1269579,862011
AF,2039,4205207,7726418,11931624,6528244,4919679,3641355,2379339,1370889,844891,3954749,7210313,11165062,6054116,4535259,3339914,2204538,1316216,894859
AF,2040,4220701,7791546,12012247,6656078,5043909,3740970,2466392,1422333,877374,3968845,7272233,11241078,6173915,4650618,3431227,2285427,1364998,929065
AF,2041,4235701,7851736,12087437,6779104,5173856,3838424,2556327,1476129,911266,3982550,7329457,11312007,6289434,4771318,3520688,2368866,1416003,964697
AF,2042,4250274,7907323,12157597,6896810,5308828,3934382,2648858,1532351,946658,3995926,7382304,11378229,6400202,4896743,3608910,2454584,1469315,1001852
AF,2043,4264422,7958609,12223030,7008782,5447734,4029955,2743599,1591072,983667,4008957,7431078,11440035,6505833,5025912,3696886,2542227,1525011,1040660
AF,2044,4278100,8005952,12284052,7114682,5589225,4126469,2840107,1652360,1022418,4021585,7476139,11497724,6606013,5157614,3785809,2631394,1583169,1081249
AF,2045,4291245,8049848,12341093,7214242,5731838,4225244,2937919,1716271,1063041,4033745,7517973,11551718,6700482,5290522,3876876,2721654,1643857,1123757
AF,2046,4303781,8090963,12394744,7307254,5874040,4327528,3036569,1782852,1105663,4045373,7557213,11602586,6789035,5423245,3971237,2812562,1707135,1168325
AF,2047,4315623,8130149,12445772,7393571,6014256,4434449,3135594,1852137,1150408,4056417,7594653,11651070,6871512,5554338,4069956,2903663,1773051,1215090
AF,2048,4326682,8168449,12495132,7473103,6150877,4547000,3234541,1924149,1197403,4066836,7631251,11698087,6947801,5682320,4173998,2994491,1841644,1264188
AF,2049,4336859,8207094,12543952,7545819,6282251,4666057,3332955,1998903,1246771,4076598,7668128,11744726,7017844,5805660,4284241,3084570,1912943,1315753
AF,2050,4346048,8247500,12593548,7611751,6406686,4792376,3430389,2076396,1298630,4085682,7706565,11792248,7081623,5922783,4401478,3173416,1986967,1369914
AG,1950,3532,5750,9282,4215,3215,2652,1888,1115,873,3439,5636,9074,4315,3322,2609,1734,1051,954
AG,1951,3716,5984,9700,4423,3322,2748,1997,1154,931,3620,5854,9474,4505,3430,2720,1846,1093,1002
AG,1952,3883,6151,10033,4578,3403,2815,2085,1194,973,3785,6015,9800,4647,3519,2803,1941,1133,1037
AG,1953,4018,6271,10290,4690,3458,2857,2152,1234,1002,3920,6133,10053,4751,3585,2861,2017,1171,1060
AG,1954,4115,6362,10478,4764,3489,2876,2199,1274,1022,4015,6225,10239,4824,3629,2895,2077,1206,1076
AG,1955,4172,6439,10611,4810,3500,2876,2230,1313,1034,4069,6302,10371,4873,3653,2909,2120,1240,1087
AG,1956,4196,6511,10707,4836,3498,2864,2247,1352,1042,4091,6373,10465,4907,3661,2908,2151,1272,1095
AG,1957,4202,6585,10786,4851,3489,2845,2255,1391,1048,4095,6446,10541,4932,3662,2899,2174,1304,1102
AG,1958,4209,6665,10874,4864,3484,2826,2260,1430,1057,4100,6525,10625,4956,3663,2888,2191,1338,1111
AG,1959,4241,6754,10995,4883,3492,2816,2267,1471,1069,4128,6615,10743,4985,3677,2885,2210,1376,1124
AG,1960,4315,6855,11170,4916,3520,2820,2280,1515,1089,4199,6720,10919,5025,3712,2895,2234,1420,1143
AG,1961,4442,6970,11412,4967,3574,2841,2302,1563,1116,4322,6843,11165,5082,3772,2922,2265,1472,1169
AG,1962,4614,7106,11719,5039,3652,2878,2333,1616,1153,4490,6989,11479,5156,3856,2966,2304,1531,1203
AG,1963,4808,7266,12074,5130,3746,2928,2370,1671,1198,4680,7159,11838,5247,3954,3021,2348,1596,1245
AG,1964,4989,7457,12446,5237,3845,2983,2409,1726,1249,4855,7356,12211,5354,4052,3080,2393,1661,1293
AG,1965,5130,7684,12814,5357,3941,3038,2445,1779,1305,4991,7580,12571,5474,4142,3137,2435,1725,1347
AG,1966,5219,7945,13164,5488,4029,3090,2477,1830,1367,5075,7830,12906,5607,4219,3189,2474,1787,1407
AG,1967,5265,8235,13500,5632,4112,3142,2507,1877,1433,5116,8102,13217,5753,4285,3239,2510,1846,1473
AG,1968,5280,8543,13823,5792,4194,3195,2537,1922,1502,5126,8387,13513,5913,4347,3289,2546,1902,1543
AG,1969,5288,8858,14146,5969,4278,3255,2570,1966,1572,5129,8679,13808,6088,4416,3347,2586,1956,1616
AG,1970,5303,9165,14468,6166,4369,3323,2608,2008,1641,5140,8968,14108,6280,4497,3416,2632,2007,1691
AG,1971,5333,9465,14798,6385,4466,3401,2654,2049,1708,5168,9255,14423,6489,4594,3498,2685,2057,1766
AG,1972,5370,9750,15120,6621,4568,3486,2704,2089,1773,5203,9531,14734,6711,4703,3589,2745,2103,1841
AG,1973,5392,9989,15381,6855,4667,3570,2752,2122,1834,5224,9764,14988,6930,4812,3679,2802,2142,1915
AG,1974,5371,10141,15512,7063,4753,3640,2789,2143,1890,5204,9911,15115,7122,4909,3754,2847,2169,1985
AG,1975,5291,10180,15471,7227,4820,3689,2809,2149,1939,5126,9944,15070,7272,4983,3803,2874,2182,2049
AG,1976,5144,10097,15241,7335,4865,3712,2808,2138,1979,4982,9854,14836,7367,5030,3821,2878,2179,2105
AG,1977,4947,9905,14852,7387,4888,3712,2790,2113,2011,4789,9655,14445,7410,5051,3812,2863,2163,2151
AG,1978,4733,9635,14368,7397,4892,3694,2761,2078,2032,4579,9380,13959,7412,5052,3785,2836,2136,2186
AG,1979,4541,9327,13868,7386,4883,3669,2731,2043,2044,4392,9070,13461,7394,5040,3754,2806,2106,2208
AG,1980,4398,9013,13411,7370,4868,3645,2706,2013,2050,4250,8759,13009,7374,5025,3729,2783,2077,2219
AG,1981,4311,8707,13018,7360,4849,3625,2692,1991,2052,4163,8460,12623,7362,5011,3715,2769,2052,2220
AG,1982,4268,8408,12676,7351,4830,3609,2684,1976,2049,4118,8172,12290,7352,4998,3710,2762,2030,2214
AG,1983,4247,8116,12362,7325,4812,3594,2680,1963,2043,4095,7892,11987,7325,4987,3707,2758,2010,2203
AG,1984,4217,7827,12044,7257,4797,3573,2672,1947,2031,4063,7615,11678,7256,4977,3698,2750,1989,2188
AG,1985,4158,7542,11701,7132,4785,3542,2656,1924,2012,4004,7340,11344,7130,4966,3676,2734,1966,2171
AG,1986,4067,7258,11325,6946,4771,3500,2630,1892,1986,3914,7063,10977,6943,4948,3640,2707,1939,2150
AG,1987,3954,6985,10938,6717,4756,3452,2597,1855,1954,3802,6796,10598,6713,4926,3596,2674,1910,2128
AG,1988,3836,6749,10585,6479,4751,3408,2566,1821,1925,3686,6564,10250,6472,4912,3554,2643,1886,2109
AG,1989,3736,6585,10321,6271,4772,3384,2551,1800,1907,3588,6401,9989,6263,4927,3531,2629,1874,2102
AG,1990,3671,6513,10183,6123,4832,3392,2560,1800,1907,3523,6327,9851,6114,4985,3540,2641,1880,2114
AG,1991,3643,6543,10185,6040,4942,3436,2597,1823,1929,3495,6352,9847,6030,5096,3585,2683,1908,2147
AG,1992,3645,6662,10307,6013,5096,3513,2661,1868,1971,3496,6462,9958,6002,5256,3663,2753,1954,2202
AG,1993,3670,6841,10511,6030,5277,3624,2746,1931,2029,3518,6631,10150,6017,5444,3776,2846,2018,2274
AG,1994,3706,7039,10745,6076,5454,3769,2842,2005,2098,3551,6818,10370,6061,5627,3925,2952,2096,2359
AG,1995,3744,7223,10967,6141,5606,3946,2944,2088,2174,3588,6992,10579,6121,5782,4109,3065,2184,2452
AG,1996,3784,7382,11166,6224,5723,4158,3050,2177,2255,3626,7141,10767,6198,5899,4332,3183,2283,2554
AG,1997,3826,7520,11346,6328,5809,4402,3161,2275,2344,3666,7271,10937,6292,5981,4590,3307,2392,2665
AG,1998,3866,7637,11503,6448,5871,4661,3275,2375,2435,3706,7381,11086,6402,6037,4865,3435,2507,2780
AG,1999,3902,7739,11641,6582,5919,4911,3388,2473,2525,3741,7476,11217,6524,6078,5130,3561,2619,2894
AG,2000,3931,7829,11759,6727,5964,5133,3498,2564,2612,3770,7560,11330,6657,6117,5366,3683,2722,3003
AG,2001,3951,7906,11857,6880,6008,5317,3603,2645,2692,3791,7633,11424,6800,6157,5561,3797,2812,3105
AG,2002,3964,7967,11931,7040,6050,5465,3702,2718,2767,3804,7691,11495,6949,6195,5717,3904,2892,3200
AG,2003,3970,8013,11983,7199,6091,5582,3802,2784,2839,3811,7734,11546,7097,6232,5840,4012,2964,3291
AG,2004,3974,8043,12017,7348,6131,5680,3912,2849,2911,3815,7763,11579,7235,6266,5940,4130,3036,3384
AG,2005,3977,8060,12037,7481,6171,5765,4038,2918,2987,3817,7779,11596,7357,6296,6026,4265,3114,3483
AG,2006,3979,8062,12042,7593,6210,5841,4182,2991,3067,3817,7780,11597,7458,6323,6100,4420,3199,3590
AG,2007,3981,8052,12033,7685,6250,5904,4339,3068,3151,3815,7769,11584,7539,6348,6158,4590,3289,3702
AG,2008,3982,8033,12015,7758,6298,5952,4506,3148,3239,3812,7749,11561,7602,6379,6200,4771,3384,3821
AG,2009,3984,8012,11995,7813,6364,5981,4677,3228,3330,3810,7726,11536,7648,6426,6221,4956,3479,3945
AG,2010,3985,7992,11977,7853,6452,5991,4847,3309,3424,3809,7704,11513,7682,6495,6220,5137,3574,4075
AG,2011,3988,7976,11964,7877,6567,5979,5015,3388,3522,3810,7685,11495,7702,6590,6198,5316,3666,4210
AG,2012,3991,7964,11955,7886,6703,5951,5180,3467,3624,3814,7668,11482,7708,6707,6159,5490,3759,4351
AG,2013,3994,7955,11949,7882,6850,5917,5334,3552,3729,3818,7654,11472,7703,6836,6113,5652,3857,4497
AG,2014,3997,7949,11946,7871,6992,5892,5469,3649,3837,3822,7643,11466,7692,6961,6074,5792,3967,4647
AG,2015,3999,7946,11945,7857,7117,5885,5579,3763,3946,3825,7636,11461,7677,7071,6053,5903,4094,4799
AG,2016,3999,7946,11945,7840,7222,5901,5662,3893,4058,3826,7632,11458,7660,7163,6052,5985,4241,4953
AG,2017,3998,7949,11947,7821,7308,5937,5719,4039,4173,3825,7632,11457,7641,7239,6070,6037,4402,5111
AG,2018,3996,7954,11950,7802,7376,5995,5753,4195,4290,3823,7635,11458,7621,7299,6110,6064,4575,5272
AG,2019,3992,7960,11952,7784,7429,6074,5768,4356,4409,3819,7639,11458,7601,7346,6170,6070,4752,5436
AG,2020,3986,7965,11951,7766,7468,6174,5768,4517,4529,3813,7643,11456,7582,7381,6251,6060,4929,5603
AG,2021,3977,7969,11946,7751,7493,6297,5754,4677,4650,3805,7647,11452,7563,7404,6354,6034,5105,5773
AG,2022,3966,7972,11938,7738,7504,6439,5728,4835,4773,3796,7649,11445,7546,7414,6476,5995,5277,5945
AG,2023,3953,7973,11927,7729,7504,6590,5700,4984,4903,3784,7650,11434,7532,7414,6608,5953,5438,6126
AG,2024,3939,7972,11911,7723,7496,6735,5680,5115,5044,3771,7649,11420,7521,7408,6737,5918,5579,6321
AG,2025,3923,7968,11891,7720,7483,6865,5678,5222,5202,3756,7645,11401,7513,7397,6852,5901,5692,6535
AG,2026,3906,7961,11867,7720,7469,6975,5697,5304,5378,3740,7639,11378,7510,7383,6950,5902,5775,6769
AG,2027,3887,7951,11838,7724,7451,7066,5736,5362,5568,3722,7629,11350,7509,7366,7031,5923,5830,7022
AG,2028,3867,7937,11804,7730,7433,7139,5796,5397,5771,3702,7615,11318,7512,7348,7096,5964,5859,7287
AG,2029,3847,7919,11766,7737,7416,7195,5878,5414,5980,3682,7599,11281,7515,7329,7148,6026,5867,7560
