iso2,year,m_04,m_514,m_014,m_1524,m_2534,m_3544,m_4554,m_5564,m_65,f_04,f_514,f_014,f_1524,f_2534,f_3544,f_4554,f_5564,f_65
CL,2025,629156,1278485,1907641,1265903,1424258,1390658,1167985,1132567,1211981,605785,1232196,1837981,1224303,1390411,1374702,1185931,1199647,1552514
CL,2026,626504,1276943,1903447,1266111,1399723,1416857,1168893,1135082,1263159,603218,1230667,1833885,1224365,1366144,1399789,1185146,1201611,1614548
CL,2027,623330,1274860,1898190,1268372,1372935,1439673,1173108,1135248,1315461,600149,1228617,1828766,1226430,1339690,1421616,1187558,1200921,1678256
CL,2028,619776,1272269,1892045,1271830,1345943,1457869,1181425,1133336,1367647,596716,1226082,1822798,1229664,1313042,1438949,1194046,1197907,1742280
CL,2029,616052,1269225,1885277,1275427,1321264,1470168,1194716,1129575,1418156,593119,1223112,1816231,1233041,1288657,1450512,1205594,1192886,1804884
CL,2030,612325,1265767,1878092,1278359,1300742,1475746,1213365,1124313,1465824,589521,1219746,1809267,1235778,1268331,1455483,1222666,1186268,1864770
CL,2031,608636,1261953,1870589,1280213,1285222,1474196,1237608,1117809,1510011,585961,1216038,1801999,1237474,1252886,1453449,1245533,1178358,1921216
CL,2032,604986,1257787,1862773,1280993,1274470,1465868,1266600,1110684,1550828,582439,1211994,1794433,1238133,1242095,1444756,1273330,1169785,1974315
CL,2033,601453,1253194,1854647,1280840,1267860,1451759,1298221,1104081,1588783,579032,1207539,1786571,1237894,1235349,1430384,1303913,1161679,2024575
CL,2034,598120,1248067,1846187,1280101,1264227,1433367,1329617,1099395,1624766,575816,1202573,1778389,1237089,1231520,1411813,1334375,1155406,2072915
CL,2035,595047,1242355,1837402,1279023,1262612,1412050,1358497,1097720,1659393,572852,1197045,1769897,1235962,1229673,1390383,1362387,1152049,2119948
CL,2036,592270,1236048,1828318,1277558,1262986,1388017,1384239,1099222,1692998,570173,1190946,1761119,1234464,1229781,1366299,1387322,1151764,2165994
CL,2037,589794,1229259,1819053,1275551,1265390,1361760,1406688,1103929,1725248,567783,1184385,1752168,1232445,1231885,1340041,1409036,1154628,2210635
CL,2038,587608,1222208,1809816,1273038,1268978,1335299,1424631,1112536,1755310,565674,1177572,1743246,1229940,1235156,1313592,1426304,1161468,2252896
CL,2039,585686,1215186,1800872,1270071,1272699,1311118,1436812,1125790,1782028,563818,1170789,1734607,1227000,1238565,1289393,1437865,1173209,2291437
CL,2040,583998,1208420,1792418,1266688,1275757,1291037,1442420,1143998,1804715,562188,1164254,1726442,1223664,1241335,1269233,1442896,1190273,2325440
CL,2041,582518,1202031,1784549,1262906,1277764,1275831,1441250,1166862,1823442,560758,1158084,1718842,1219947,1243086,1253871,1441187,1212395,2354909
CL,2042,581223,1196048,1777271,1258724,1278685,1265361,1433648,1193534,1838927,559507,1152306,1711813,1215847,1243784,1243175,1433078,1238684,2380570
CL,2043,580088,1190444,1770532,1254126,1278710,1258897,1420375,1222756,1852326,558410,1146893,1705303,1211350,1243617,1236425,1419322,1267785,2403614
CL,2044,579078,1185181,1764259,1249098,1278112,1255469,1402450,1253018,1864959,557434,1141811,1699245,1206442,1242852,1232672,1400934,1298079,2425424
CL,2045,578149,1180249,1758398,1243630,1277107,1254213,1381006,1282706,1878071,556535,1137048,1693583,1201111,1241699,1231069,1379041,1327848,2447293
CL,2046,577239,1175681,1752920,1237722,1275812,1254477,1357240,1310147,1892758,555656,1132637,1688293,1195358,1240272,1230976,1354834,1355340,2470339
CL,2047,576273,1171558,1747831,1231383,1274212,1255896,1332385,1333647,1909906,554723,1128655,1683378,1189191,1238558,1232036,1329543,1378800,2495456
CL,2048,575160,1168016,1743176,1224635,1272160,1258407,1307699,1351492,1930190,553649,1125234,1678883,1182632,1236411,1234188,1304419,1396491,2523293
CL,2049,573794,1165240,1739034,1217510,1269377,1262230,1284477,1361943,1954077,552331,1122552,1674883,1175711,1233557,1237651,1280755,1406668,2554275
CL,2050,572051,1163463,1735514,1210049,1265457,1267869,1264049,1363236,1981833,550653,1120831,1671484,1168470,1229595,1242921,1259874,1407592,2588595
CM,1950,352239,527812,880051,413099,316337,236432,167910,107271,68083,355262,535396,890658,420392,327250,247317,181729,123203,86764
CM,1951,363065,535669,898734,420479,321512,240512,170784,109200,69371,365112,543722,908834,427655,332611,251416,184781,125296,88452
CM,1952,373227,544807,918034,427548,326869,244664,173748,111189,70735,374463,553024,927487,434741,338120,255616,187899,127477,90205
CM,1953,382670,555126,937796,434552,332398,248900,176802,113243,72177,383245,563269,946514,441838,343777,259925,191086,129741,92026
CM,1954,391435,566528,957963,441682,338093,253231,179945,115362,73698,391486,574415,965901,449090,349581,264346,194351,132087,93925
CM,1955,399658,578918,978576,449070,343948,257667,183177,117550,75300,399300,586407,985707,456600,355534,268885,197695,134515,95897
CM,1956,407579,592196,999775,456790,349956,262214,186502,119809,76983,406904,599181,1006085,464423,361633,273544,201126,137021,97954
CM,1957,415531,606267,1021798,464859,356111,266875,189927,122141,78753,414604,612663,1027267,472575,367875,278327,204650,139602,100100
CM,1958,423924,621036,1044960,473247,362411,271655,193453,124550,80606,422779,626772,1049551,481032,374261,283238,208273,142257,102340
CM,1959,433211,636417,1069628,481888,368853,276552,197093,127035,82549,431852,641428,1073280,489747,380787,288277,212003,144981,104681
CM,1960,443784,652349,1096133,490728,375436,281570,200848,129602,84583,442188,656575,1098763,498680,387454,293448,215845,147774,107127
CM,1961,455873,668809,1124682,499771,382167,286711,204725,132252,86709,453998,672200,1126198,507836,394269,298754,219806,150636,109683
CM,1962,469446,685826,1155272,509113,389054,291981,208725,134987,88932,467246,688353,1155599,517294,401245,304200,223887,153569,112350
CM,1963,484176,703490,1187666,518970,396117,297393,212844,137811,91248,481616,705160,1186776,527220,408402,309789,228093,156577,115130
CM,1964,499549,721929,1221478,529618,403377,302960,217075,140727,93658,496614,722793,1219407,537831,415768,315530,232420,159668,118017
CM,1965,515198,741268,1256466,541257,410854,308694,221417,143739,96166,511889,741404,1253293,549283,423365,321427,236871,162848,121014
CM,1966,531037,761541,1292578,554013,418598,314609,225873,146850,98770,527354,761045,1288399,561690,431238,327494,241453,166122,124123
CM,1967,547221,782810,1330031,567845,426633,320710,230449,150064,101476,543155,781768,1324923,575027,439408,333737,246171,169493,127346
CM,1968,563913,805262,1369175,582572,434937,326977,235144,153381,104282,559452,803725,1363177,589143,447855,340142,251022,172965,130682
CM,1969,581366,829125,1410491,597920,443467,333388,239954,156802,107185,576491,827091,1403582,603816,456543,346690,255999,176537,134128
CM,1970,599765,854579,1454344,613709,452222,339928,244882,160330,110190,594454,852002,1446456,618899,465466,353372,261104,180214,137676
CM,1971,619141,881673,1500814,629890,461158,346582,249914,163959,113293,613372,878506,1491878,634351,474588,360175,266322,183990,141327
CM,1972,639432,910416,1549848,646586,470359,353375,255060,167691,116494,633184,906618,1539802,650296,483981,367121,271663,187871,145089
CM,1973,660615,940867,1601482,664000,480106,360378,260371,171550,119813,653863,936393,1590256,666967,493885,374287,277175,191888,148975
CM,1974,682639,973079,1655718,682413,490770,367689,265911,175560,123274,675354,967876,1643230,684685,504613,381778,282922,196080,153020
CM,1975,705461,1007063,1712524,702040,502599,375375,271724,179739,126894,697612,1001080,1698692,703687,516381,389663,288944,200469,157240
CM,1976,729005,1042938,1771943,722988,515766,383517,277849,184106,130685,720556,1036112,1756668,724096,529345,398021,295281,205082,161651
CM,1977,753249,1080657,1833906,745230,530172,392096,284260,188647,134641,744169,1072932,1817101,745881,543424,406829,301907,209900,166242
CM,1978,778256,1119869,1898125,768685,545469,400962,290851,193310,138722,768529,1111228,1879757,768931,558297,415937,308712,214860,170991
CM,1979,804120,1160097,1964217,793208,561152,409901,297476,198015,142875,793751,1150574,1944325,793065,573504,425134,315546,219871,175846
CM,1980,830862,1201025,2031887,818716,576881,418786,304039,202715,147060,819868,1190694,2010562,818169,588737,434290,322308,224872,180781
CM,1981,858479,1242344,2100823,845178,592547,427529,310491,207377,151254,846894,1231292,2078186,844207,603891,443322,328951,229829,185772
CM,1982,886785,1284208,2170993,872700,608337,436259,316890,212030,155481,874639,1272505,2147144,871294,619153,452349,335534,234776,190841
CM,1983,915383,1327318,2242701,901512,624562,445328,323367,216758,159807,902677,1315007,2217684,899647,634870,461690,342197,239795,196044
CM,1984,943757,1372663,2316420,931915,641676,455221,330109,221679,164334,930450,1359739,2290189,929565,651535,471783,349137,245007,201478
CM,1985,971505,1420869,2392374,964122,660020,466276,337252,226878,169128,957534,1407291,2364825,961254,669515,482935,356498,250497,207194
CM,1986,998384,1472104,2470488,998238,679682,478632,344864,232387,174218,983662,1457827,2441489,994809,688893,495272,364349,256300,213226
CM,1987,1024369,1525862,2550231,1034193,700604,492165,352905,238171,179574,1008833,1510850,2519683,1030163,709594,508685,372652,262381,219535
CM,1988,1049539,1581248,2630787,1071813,722809,506622,361277,244152,185113,1033198,1565463,2598661,1067171,731639,522952,381315,268664,226034
CM,1989,1074074,1637015,2711089,1110835,746279,521620,369829,250214,190713,1057041,1620418,2677459,1105609,755013,537737,390191,275038,232591
CM,1990,1098060,1692179,2790239,1151068,770995,536877,378462,256278,196293,1080516,1674732,2755248,1145316,779676,552790,399188,281424,239119
CM,1991,1121873,1746354,2868227,1192341,797024,552332,387112,262315,201818,1104029,1728016,2832045,1186135,805700,568019,408248,287802,245579
CM,1992,1145378,1799503,2944881,1234698,824375,568062,395844,268354,207318,1127409,1780236,2907645,1228094,833046,583486,417437,294203,252004
CM,1993,1167587,1851399,3018986,1278410,852897,584085,404839,274435,212852,1149587,1831190,2980777,1271420,861436,599290,426925,300667,258445
CM,1994,1187160,1901895,3089055,1323874,882374,600459,414354,280623,218507,1169108,1880765,3049873,1316444,890492,615592,436949,307258,264994
CM,1995,1203357,1950841,3154198,1371300,912666,617230,424554,286961,224347,1185147,1928833,3113980,1363336,919949,632488,447666,314022,271706
CM,1996,1215473,1998336,3213809,1420681,943750,634437,435527,293475,230390,1196978,1975503,3172481,1412070,949801,650027,459129,320983,278608
CM,1997,1224388,2044220,3268608,1471680,975713,652086,447170,300151,236607,1205508,2020609,3226117,1462332,980164,668107,471240,328139,285677
CM,1998,1232878,2087826,3320704,1523768,1008669,670160,459224,306954,242955,1213520,2063478,3276998,1513622,1011060,686501,483821,335479,292866
CM,1999,1244733,2128312,3373045,1576236,1042781,688631,471329,313829,249372,1224829,2103254,3328083,1565283,1042547,704899,496617,342986,300123
CM,2000,1262583,2165247,3427830,1628489,1078191,707516,483223,320748,255808,1242088,2139495,3381583,1616757,1074739,723088,509428,350653,307403
CM,2001,1287323,2198433,3485756,1680267,1114799,726869,494877,327684,262261,1266185,2172009,3438194,1667797,1107457,741139,522214,358459,314706
CM,2002,1317882,2228561,3546443,1731415,1152621,746818,506393,334672,268747,1296054,2201490,3497544,1718236,1140854,759180,534992,366431,322064
CM,2003,1352468,2257223,3609691,1781552,1192037,767558,517814,341820,275277,1329956,2229517,3559473,1767701,1175776,777148,547697,374679,329503
CM,2004,1388357,2286570,3674927,1830292,1233551,789328,529226,349272,281869,1365233,2258222,3623455,1815791,1213335,794973,560268,383343,337060
CM,2005,1423400,2318287,3741687,1877310,1277447,812346,540733,357123,288537,1399786,2289284,3689070,1862180,1254259,812705,572672,392516,344767
CM,2006,1457184,2352526,3809710,1922681,1323795,836673,552363,365440,295296,1433224,2322846,3756070,1906944,1298777,830321,584918,402239,352652
CM,2007,1489837,2389207,3879044,1966329,1372256,862415,564222,374183,302164,1465660,2358846,3824506,1950014,1346425,848151,597046,412450,360735
CM,2008,1520372,2429436,3949808,2007663,1422180,889885,576590,383215,309158,1496079,2398420,3894499,1990810,1396357,867058,609098,423010,369057
CM,2009,1547741,2474459,4022200,2045945,1472682,919452,589820,392342,316310,1523382,2442858,3966240,2028611,1447359,888163,621140,433718,377663
CM,2010,1571200,2524903,4096103,2080828,1523033,951380,604202,401434,323647,1546788,2492821,4039609,2063078,1498443,912317,633253,444426,386598
CM,2011,1590274,2581272,4171546,2112124,1572938,985693,619887,410485,331169,1565812,2548821,4114633,2094035,1549289,939678,645566,455099,395861
CM,2012,1605034,2642622,4247656,2140511,1622275,1022304,636929,419579,338894,1580536,2609914,4190451,2122154,1599801,970149,658211,465762,405478
CM,2013,1616033,2706279,4322312,2167606,1670700,1061194,655401,428794,346915,1591520,2673428,4264948,2149031,1649464,1003969,671302,476394,415537
CM,2014,1624178,2768582,4392761,2195592,1717881,1102303,675343,438237,355339,1599685,2735712,4335397,2176809,1697752,1041332,684961,486986,426155
CM,2015,1630219,2826716,4456935,2226170,1763534,1145498,696799,448018,364239,1605790,2793952,4399742,2207167,1744240,1082247,699356,497545,437401
CM,2016,1634327,2879836,4514163,2259518,1807726,1190722,719823,458188,373683,1610004,2847305,4457309,2240274,1788905,1126821,714553,508094,449328
CM,2017,1636552,2928111,4564663,2295545,1850356,1237715,744501,468819,383645,1612368,2895936,4508304,2276057,1831668,1174676,730800,518666,461894
CM,2018,1637413,2971022,4608435,2335277,1890822,1285861,770937,480070,393974,1613388,2939298,4552686,2315577,1872048,1224698,748668,529286,474948
CM,2019,1637503,3008291,4645794,2379845,1928383,1334378,799249,492131,404467,1613648,2977078,4590726,2360023,1909489,1275403,768865,539987,488277
CM,2020,1637319,3039817,4677136,2429803,1962674,1382627,829514,505165,414990,1613630,3009150,4622780,2409984,1943765,1325623,791927,550826,501729
CM,2021,1637118,3065264,4702382,2485624,1993504,1430284,861676,519279,425509,1613589,3035162,4648751,2465942,1974719,1374863,817942,561920,515249
CM,2022,1637060,3084754,4721814,2546400,2021532,1477215,895687,534539,436120,1613681,3055232,4668913,2526981,2002963,1423069,846852,573392,528883
CM,2023,1637402,3099315,4736717,2609527,2048335,1523216,931608,551011,446962,1614150,3070381,4684531,2590493,2030043,1470056,878822,585326,542713
CM,2024,1638372,3110411,4748783,2671444,2076041,1568132,969519,568749,458237,1615214,3082073,4697287,2652915,2058023,1515781,913992,597810,556865
CM,2025,1640133,3119254,4759387,2729416,2106311,1611818,1009404,587810,470108,1617025,3091512,4708537,2711500,2088524,1560177,952349,610978,571431
CM,2026,1642806,3126239,4769045,2782607,2139326,1654382,1051220,608233,482666,1619701,3099088,4718789,2765415,2121725,1603301,993934,624885,586480
CM,2027,1646402,3131554,4777956,2831170,2174992,1695700,1094707,630096,495936,1623255,3104976,4728231,2814803,2157565,1644976,1038409,639763,601990
CM,2028,1650815,3135966,4786781,2874593,2214288,1735162,1139355,653533,509938,1627579,3109915,4737494,2859119,2197043,1684681,1084886,656143,617863
CM,2029,1655854,3140296,4796150,2912601,2258293,1771986,1184505,678698,524670,1632483,3114704,4747187,2898047,2241272,1721769,1132191,674690,633938
CM,2030,1661334,3145202,4806536,2945090,2307531,1805776,1229611,705703,540159,1637787,3119975,4757762,2931450,2290803,1755932,1179391,695906,650144
CM,2031,1667222,3151048,4818270,2971727,2362450,1836341,1274405,734514,556460,1643456,3126086,4769542,2958977,2346088,1787028,1226074,719875,666531
CM,2032,1673433,3157983,4831416,2992618,2422190,1864329,1318760,765082,573699,1649408,3133188,4782596,2980728,2406268,1815671,1272138,746544,683250
CM,2033,1679651,3166132,4845783,3008742,2484272,1891239,1362444,797453,592033,1655346,3141402,4796748,2997684,2468894,1843269,1317328,776076,700442
CM,2034,1685484,3175503,4860988,3021496,2545315,1919101,1405257,831681,611663,1660900,3150735,4811636,3011242,2530618,1871715,1361472,808612,718293
CM,2035,1690621,3186052,4876673,3032037,2602707,1949497,1447015,867736,632757,1665775,3161148,4826923,3022562,2588854,1902500,1404409,844151,737000
CM,2036,1694938,3197853,4892791,3040741,2655656,1982601,1487814,905584,655412,1669854,3172714,4842568,3032013,2642816,1935781,1446174,882740,756660
CM,2037,1698401,3210831,4909232,3047789,2704292,2018318,1527553,945005,679688,1673102,3185362,4858464,3039762,2692622,1971520,1486630,924069,777450
CM,2038,1700907,3224562,4925469,3053918,2748099,2057565,1565673,985538,705682,1675415,3198690,4874105,3046533,2737720,2010712,1525290,967315,799753
CM,2039,1702379,3238466,4940845,3059927,2786775,2101344,1601470,1026590,733488,1676712,3212146,4888858,3053106,2777760,2054474,1561560,1011393,824034
CM,2040,1702771,3252052,4954823,3066452,2820192,2150142,1634585,1067673,763177,1676944,3225257,4902201,3060101,2812573,2103383,1595163,1055433,850661
CM,2041,1702074,3264999,4967073,3073883,2848372,2203714,1665183,1108489,794814,1676101,3237719,4913820,3067903,2842158,2157247,1626286,1098955,879860
CM,2042,1700312,3277130,4977442,3082396,2871494,2261164,1693886,1148895,828451,1674209,3249359,4923568,3076686,2866687,2215180,1655530,1141807,911726
CM,2043,1697545,3288339,4985885,3092014,2889909,2321107,1721640,1188842,864118,1671329,3260073,4931402,3086480,2886510,2275802,1683786,1184027,946275
CM,2044,1693860,3298516,4992377,3102680,2904158,2381875,1749550,1228295,901846,1667549,3269754,4937303,3097230,2902169,2337439,1712105,1225689,983495
CM,2045,1689369,3307470,4996839,3114327,2914984,2441694,1778733,1267163,941653,1662983,3278217,4941200,3108877,2914400,2398326,1741560,1266756,1023402
CM,2046,1684214,3314911,4999125,3126896,2923340,2498744,1810267,1305276,983549,1657768,3285181,4942949,3121365,2924139,2456681,1773211,1307035,1066053
CM,2047,1678558,3320431,4998989,3140356,2930390,2551199,1845163,1342369,1027540,1652065,3290247,4942312,3134664,2932523,2510738,1808074,1346143,1111557
CM,2048,1672593,3323496,4996089,3154700,2937510,2597239,1884355,1378077,1073620,1646055,3292904,4938959,3148769,2940889,2558762,1847119,1383500,1160078
CM,2049,1666533,3323458,4989990,3169951,2946290,2635036,1928703,1411944,1121787,1639944,3292525,4932469,3163700,2950777,2599037,1891268,1418338,1211835
CM,2050,1660620,3319548,4980168,3186153,2958531,2662756,1979006,1443414,1172016,1633961,3288371,4922332,3179498,2963929,2629864,1941407,1449701,1267097
CN,1950,39424260,57540864,96965136,52886544,42734084,34679372,27011394,18576522,10251276,35151672,50640864,85792536,46660708,38685560,32318664,25256382,18972004,14160708
CN,1951,44334852,57082132,101416984,54643556,42579004,34940448,27035922,18669666,11022168,40766644,49966556,90733192,48009276,38519756,32514210,25793002,18784780,14004619
CN,1952,47688404,57758932,105447336,55468128,42819044,35145664,27062402,18692142,11587986,44674764,50593884,95268648,48514160,38668780,32667676,26215870,18696734,13999162
CN,1953,49662780,59427168,109089960,55668924,43346388,35343392,27100400,18640062,11957951,47076380,52321068,99397448,48494320,39051084,32820782,26551448,18673600,14215788
CN,1954,50470408,61922796,112393200,55505364,44068648,35570224,27158420,18518736,12149978,48202872,54939176,103142048,48211396,39595288,33004042,26823034,18691432,14685463
CN,1955,50358264,65061868,115420136,55187632,44908884,35850944,27243902,18342680,12190678,48316696,58232148,106548840,47869672,40240228,33236774,27050778,18736624,15398675
CN,1956,49611884,68637824,118249712,54875152,45805928,36198036,27363194,18136292,12116036,47715160,61974732,109689896,47614028,40935024,33526546,27251582,18806486,16302783
CN,1957,48551348,72424184,120975536,54678100,46714068,36612176,27521592,17933172,11970741,46726632,65934532,112661168,47532004,41639000,33869712,27439204,18908656,17304672
CN,1958,47519356,76182528,123701888,54662064,47601916,37083844,27723374,17774086,11806106,45699100,69878120,115577224,47660008,42321288,34253060,27624484,19059354,18278644
CN,1959,46861304,79675768,126537072,54855808,48450632,37595988,27971906,17703562,11676639,44981128,73581184,118562328,47993752,42960184,34656544,27815796,19280472,19079576
CN,1960,46865544,82708008,129573560,55274516,49248508,38131992,28269916,17759694,11629716,44864684,76859112,121723800,48519280,43541220,35061440,28020292,19590826,19582436
CN,1961,47699636,85167168,132866816,55944600,49985128,38684176,28619772,17963258,11694579,45524160,79599456,125123608,49246280,44055156,35459088,28245246,19996836,19724408
CN,1962,49354608,87062152,136416752,56925388,50646356,39261248,29023764,18308194,11872701,46963068,81790488,128753552,50237052,44496160,35858520,28499254,20484356,19541764
CN,1963,51621056,88538752,140159792,58318436,51212140,39891484,29484204,18757532,12133659,48991116,83533416,132524528,51619020,44861040,36289712,28792722,21015186,19185658
CN,1964,54156836,89834568,143991408,60241180,51662676,40613716,30003106,19254940,12426837,51289044,85007744,136296784,53549392,45151452,36794348,29136442,21536978,18877364
CN,1965,56686236,91145976,147832208,62749416,51996476,41450704,30581276,19758734,12715807,53599104,86369552,139968656,56111464,45380240,37398540,29537372,22012382,18776610
CN,1966,59174780,92429416,151604192,65921420,52210292,42414248,31220228,20258890,12995519,55895504,87562688,143458192,59387588,45552472,38114928,30002978,22427450,18933080
CN,1967,61633512,93677896,155311408,69663640,52345284,43480800,31918228,20766436,13281634,58191520,88595656,146787168,63269444,45702892,38923212,30531094,22793528,19296548
CN,1968,63878724,95166440,159045152,73646400,52502480,44594092,32668624,21285722,13582528,60306416,89767544,150073968,67413064,45913720,39776048,31106674,23129884,19806164
CN,1969,65695588,97245608,162941184,77420544,52815032,45676956,33462250,21827176,13912131,62025716,91466552,153492288,71348016,46290752,40607508,31707848,23467322,20361770
CN,1970,66925876,100131080,167056960,80665112,53389564,46672196,34292124,22398502,14280948,63190892,93940816,157131696,74735648,46920620,41369232,32318942,23829222,20890156
CN,1971,67542984,103924424,171467408,83280448,54218924,47575728,35148288,22998226,14689638,63776164,97295408,161071584,77477968,47787508,42060860,32929812,24218870,21379912
CN,1972,67569192,108454536,176023728,85365672,55303416,48401304,36029620,23622126,15135275,63803820,101365376,165169200,79673168,48896488,42696856,33544544,24631020,21857766
CN,1973,66971904,113318584,180290480,87048632,56758624,49133992,36947796,24272558,15620695,63238032,105786768,169024800,81426064,50372504,43264252,34178280,25070650,22332782
CN,1974,65733388,117952424,183685792,88542232,58724872,49760544,37920200,24952694,16148814,62056212,110043112,172099328,82920840,52371056,43750788,34853592,25542088,22823214
CN,1975,63885760,121918632,185804384,90023552,61275124,50282308,38954872,25664928,16721321,60284952,113731256,174016208,84316888,54974684,44158348,35583840,26048034,23342502
CN,1976,61375664,125150320,186525968,91447368,64488600,50700032,40055432,26407558,17338582,57866012,116798608,174664624,85557552,58265804,44489048,36373556,26592078,23889356
CN,1977,58325120,127683824,186008944,92807816,68266736,51048376,41203700,27179760,17999050,54915188,119275056,174190256,86649912,62137440,44777756,37208116,27173656,24457296
CN,1978,55161700,129320568,184482288,94367512,72284080,51407908,42359000,27985508,18699722,51850568,120948168,172798736,87893984,66248344,45102576,38058236,27785732,25049078
CN,1979,52450296,129853216,182303520,96463088,76095696,51884212,43467308,28829994,19436352,49225972,121586256,170812240,89678840,70131912,45565368,38884096,28417992,25667986
CN,1980,50600896,129176080,179776992,99303072,79382560,52564352,44488128,29715356,20204812,47440400,121062520,168502928,92251904,73453808,46250040,39655856,29062676,26316094
CN,1981,49720060,127213824,176933872,102980064,82050120,53435560,45423984,30640664,21005958,46603872,119293328,165897200,95721496,76114096,47141232,40380740,29714532,26995562
CN,1982,49706052,124112112,173818160,107332488,84194936,54504616,46283528,31599508,21837822,46608092,116419648,163027728,99919048,78214392,48244752,41066704,30374254,27705286
CN,1983,50489396,120278952,170768336,111991944,85929936,55895116,47042988,32581250,22690198,47351652,112834304,160185952,104464968,79875456,49684220,41688264,31046804,28440080
CN,1984,51920780,116275936,168196720,116441656,87447464,57760568,47675244,33571984,23550046,48644508,109081664,157726176,108821920,81302112,51613832,42214128,31740076,29192592
CN,1985,53842492,112555120,166397616,120278248,88910672,60185428,48172568,34559488,24408828,50303876,105596216,155900096,112572856,82667336,54117328,42633092,32457934,29957834
CN,1986,56325204,109177560,165502768,123447832,90269280,63249568,48532260,35538764,25263314,52386536,102435768,154822304,115657592,83923792,57274604,42942892,33201406,30736584
CN,1987,59288284,106161728,165450000,125977608,91524488,66856500,48795348,36505128,26118320,54831236,99604720,154435952,118112840,85071904,60984836,43184976,33962520,31531932
CN,1988,62233096,103853304,166086384,127653424,92952264,70695936,49054716,37446972,26983650,57189348,97408304,154597664,119744504,86389680,64927292,43448444,34725152,32344410
CN,1989,64508000,102649168,167157168,128242440,94908672,74341744,49433144,38351240,27873508,58879252,96193440,155072704,120347256,88234632,68662440,43851148,35467920,33175050
CN,1990,65662196,102787856,168450048,127619936,97617144,77488576,50029712,39207696,28799430,59502952,96164408,155667360,119813328,90832144,71875168,44488316,36174720,34026348
CN,1991,65476888,104443120,169920000,125706512,101174288,80047800,50837816,40027220,29760816,58856896,97484248,156341136,118064680,94282408,74473528,45349400,36856180,34893868
CN,1992,64114308,107436688,171550992,122653120,105416760,82113600,51859992,40811800,30757676,57095588,99988064,157083648,115236144,98425832,76553768,46436268,37517540,35781716
CN,1993,61980548,111203448,173183984,118868568,109978296,83793416,53208784,41534352,31802504,54626488,103132368,157758864,111713384,102898536,78225592,47864644,38133276,36710912
CN,1994,59685168,114948000,174633152,114917440,114343016,85269904,55021316,42159396,32910648,52053716,106155640,158209360,108028976,107186832,79676272,49776768,38670284,37709240
CN,1995,57679604,118065880,175745488,111253224,118108128,86698264,57370908,42671780,34091160,49823028,108484480,158307520,104608328,110890880,81065296,52248264,39115176,38794672
CN,1996,56089584,120408632,176498224,107937464,121221680,88029288,60333804,43068508,35347864,48068280,109973552,158041840,101508792,113954648,82343616,55356376,39465876,39975404
CN,1997,54804084,122056016,176860112,104984968,123711736,89264576,63819548,43389852,36672200,46679248,110713776,157393008,98736728,116409472,83514224,59004824,39762404,41240116
CN,1998,53756296,122916360,176672656,102734304,125361888,90670440,67527960,43719364,38044768,45565980,110663168,156229136,96593360,118057432,84850632,62880672,40087464,42562732
CN,1999,52804020,122948568,175752592,101573016,125935736,92590664,71047520,44167888,39438660,44554484,109842448,154396928,95421072,118686312,86705808,66555516,40550544,43906248
CN,2000,51847912,122153744,174001648,101733648,125305704,95240584,74083600,44824360,40832192,43523196,108297800,151820992,95421280,118182904,89302160,69722264,41239884,45242580
CN,2001,50892748,120439416,171332176,103386848,123391704,98713880,76549896,45681684,42230316,42465828,105959880,148425696,96754752,116468832,92737624,72290744,42144496,46575652
CN,2002,50006840,117855880,167862704,106357848,120344704,102851472,78537744,46740084,43634060,41458508,102873072,144331584,99258048,113680104,96853680,74354488,43265112,47911904
CN,2003,49223520,114739208,163962704,110090272,116572080,107295600,80153576,48098608,45014584,40554116,99352600,139906720,102393528,110200008,101291200,76021504,44709236,49230552
CN,2004,48587840,111552496,160140336,113801152,112636816,111542824,81577536,49877984,46335724,39827028,95825600,135652640,105407968,106558400,105543528,77475872,46609216,50506516
CN,2005,48129884,108644728,156774608,116895400,108991112,115200592,82962296,52141620,47578264,39327640,92614136,131941776,107734144,103178536,109216472,78874072,49034716,51729460
CN,2006,47849968,106145192,153995168,119226576,105695584,118217168,84261000,54959276,48736168,39063388,89844880,128908264,109228304,100116744,112254256,80168224,52059172,52897756
CN,2007,47729460,104011960,151741424,120872776,102764592,120621200,85474776,58248236,49837352,39006396,87484256,126490648,109979984,97379056,114687992,81360576,55591056,54040248
CN,2008,47754056,102212752,149966800,121743320,100536376,122207312,86861024,61730716,50940432,39126736,85496264,124622992,109946624,95266160,116324144,82717584,59330860,55216824
CN,2009,47902072,100652504,148554576,121797320,99398408,122752488,88751640,65026536,52124868,39379700,83782944,123162640,109147424,94120232,116955656,84582952,62869040,56507184
CN,2010,48148788,99263552,147412336,121035408,99583136,122137568,91354304,67864688,53455184,39724268,82274496,121998760,107627184,94142656,116472464,87172928,65912812,57976976
CN,2011,48490852,98051400,146542240,119366808,101261176,120287024,94759528,70162968,54927280,40150652,80972480,121123128,105317152,95493824,114798344,90582968,68374168,59619696
CN,2012,48905348,97065352,145970704,116840792,104257496,117346352,98813248,72008576,56543116,40641944,79924984,120566936,102261688,98010464,112066920,94657688,70344528,61440532
CN,2013,49323208,96324512,145647712,113787072,108015072,113708600,103168248,73512784,58377052,41140080,79155232,120295304,98773432,101156240,108654360,99044672,71936320,63526696
